north,east
2.84,1.47
2.24,0.97
2.85,1.47
3.69,-2.21
7.72,-4.2
1.51,-1.72
1.52,-1.74
2.21,-1.18
8.44,-5.01
7.86,-5.33
3.04,-2.13
3.05,-2.15
2.34,-1.7
2.57,-1.6
8.14,-5.26
1.69,0.48
8,-5.33
7.43,-2.51
7.06,-2.16
0.64,-4.5
2.54,0.09
2.58,-2.35
2.13,-2
1.33,0.13
0.96,-3.05
1.86,-2.14
1.26,-2.87
0.64,-4.46
7.29,-5.73
1.24,0.86
7.89,-5.39
1.53,-2.28
8.12,-5.27
8.26,-3.45
7.91,-4.09
7.86,-5.27
2.08,-1.89
6.05,-4.49
1.22,-0.76
3.62,-1.3
2.28,0.91
2.28,0.94
0.43,-3.86
3.3,-3.53
3.28,-3.71
3.31,-3.77
0.8,-1.06
0.91,-2.35
4.21,-1.29
4.21,-1.31
3.22,0.01
1.75,-1.98
2.42,-2.47
4.75,-3.29
1.23,0.96
7.48,-7.22
3.26,-3.17
2.36,-1.5
1.61,-3.8
1.2,-2.78
3.81,-1.66
2.83,-2.89
0.96,-3.25
2.84,-2.9
1.19,-1.05
3.04,-2.12
1.41,-1.35
1.64,-2.29
1.71,-2.21
3.32,-1.89
1.38,-1.55
1.35,-0.69
1.34,-0.69
3.61,-2.21
1.58,-2.46
3.05,-1.3
2.85,0.65
3.39,-2.28
2.66,-1.35
1.92,-2.81
6.77,-3.86
1.4,-2.34
3.84,-1.77
3.83,-1.78
8.08,-6.6
8.38,-6.5
5.89,-5.61
7.38,-7.39
7.49,-7.27
7.47,-7.39
6.33,-6.4
7.45,-7.38
6.78,-5.88
1.03,-1.05
3.71,-1.78
7.5,-7.32
5.84,-4.12
4.01,-2.79
8.35,-6.22
4.3,-2.1
6.01,-3.79
7.4,-2.66
1.92,-1.15
3.95,-0.53
2.64,-0.39
6.21,-3.04
5.42,-2.55
1.08,0.54
1.82,0.01
1.79,-2.61
1.5,0.34
1.57,-0.52
0.77,-4.49
3.27,-1.22
3.2,-1.68
2.91,-3.6
2.88,-1.88
7.09,-3.99
7.34,-4.57
6.44,-3.36
7.47,-4.5
7.66,-4.18
7.14,-2.49
6.2,-2.8
3.5,-1.17
6.54,-2.65
8.21,-5.35
7.45,-4.45
7.37,-4.39
8.48,-5.1
1.05,-0.13
1.07,-0.13
6.18,-3.06
4.19,-1.46
4.17,-1.44
3.78,-2.56
3.59,-2.15
3.05,-0.79
3.15,-2.94
4.22,-4.44
0.23,-5.12
3.62,-2.3
6.28,-2.93
1.98,-0.19
1.99,-0.19
1.69,-1.19
6.48,-2.89
4.2,-4.42
0.88,0.54
4.19,-4.53
4.84,-3.04
2.94,-2.31
1.13,-0.02
2.88,0.98
6.46,-6.9
7.57,-7.47
6.51,-6.87
6.45,-6.95
5.88,-3.34
6.04,-6.2
6.5,-6.95
6.8,-2.75
9.02,-2.92
6.06,-4.34
6.07,-4.37
7.44,-2.58
6.12,-3.57
7.01,-4.25
7.62,-6.39
7.35,-6.42
5.97,-4.21
7.51,-4.32
7.5,-4.3
7.29,-2.39
1.44,-0.15
0.76,-0.9
6.5,-5.52
5.9,-5.68
6.47,-6.92
7.75,-3.91
6.71,-3.17
7.7,-4.13
6.58,-3.1
3.32,-0.93
3.73,-0.81
6.67,-2.49
0.52,-4.82
2.82,-3.04
7.07,-7.31
4.09,-4.69
4.2,-4.42
4.21,-4.4
4.25,-4.61
4.36,-4.4
6.67,-5.13
3.68,-2.3
4.08,-4.73
4.28,-4.35
4.26,-4.59
4.12,-4.64
5.09,-5.01
4.23,-4.38
1.55,-1.91
1.59,0.74
2.51,-1.6
4.09,-4.63
7.04,-3.05
4.3,-4.33
4.3,-4.55
7.82,-4.19
4.16,-4.72
5.99,-2.83
5.91,-3.64
6.76,-3.83
3.06,-2.16
3.11,-2.03
0.98,-4.48
1.36,-1.39
3.08,-1.7
7.46,-4.23
5.99,-5.33
6.37,-5.15
2.02,0.71
1.81,-0.5
1.71,-0.68
1.7,-0.68
1.71,-0.68
1.97,-2.62
1.98,-2.62
6.15,-3.33
6.64,-3.68
6.69,-3.73
6.66,-3.47
6.52,-5.51
8.01,-4.38
7.48,-4.12
5.94,-4.03
6,-4.58
6.99,-2.79
6.06,-4.28
5.83,-5.06
3.36,-2.76
7.04,-2.71
1.02,-0.6
1.1,0.12
0.99,-0.43
1.86,1.03
1.68,-2.2
2.53,-2.01
6.5,-6.17
5.81,-6.16
6.1,-5.49
7.28,-5.63
7.29,-5.65
5.08,-4.11
6.63,-3.68
7.68,-6.29
6.07,-4.54
6.26,-3.09
5.97,-4.08
7.62,-7.49
6.63,-2.88
7.63,-6.25
7.39,-6.46
7.32,-6.12
7.24,-2.06
2.9,-2.83
2.9,-2.83
6.4,-3.05
0.82,-1.57
5.52,-5.29
5.61,-2.82
8.58,-3.72
7.37,-6.52
5.93,-4.24
6.36,-2.94
6.98,-7.41
6.78,-3.13
7.83,-3.85
8.24,-3.44
8.07,-4.03
7.45,-5.36
8.02,-4.37
7.12,-2.06
6.63,-3.73
6.11,-6.16
6.42,-6.13
7.33,-4.59
8.57,-4.77
8.56,-4.76
6.72,-3.52
7.57,-6.31
7.58,-2.18
6.75,-2.73
7.69,-4.03
3.66,-1.12
5.88,-4.2
6.35,-4.38
7.6,-7.49
2.38,-1.66
2.39,-1.66
2.45,-1.89
2.38,-1.67
2.12,0.3
2.06,-1.43
1.52,0.43
0.75,-0.86
3.04,-2.35
3.04,-2.35
3.04,-2.38
7.54,-2.28
6.28,-2.98
1.1,-2.65
7.46,-3.13
6.28,-5.62
7.52,-4.5
0.12,-5.37
3.72,-2.66
1.88,0.27
5.59,-1.73
3.61,-2.21
3.34,-1.7
1.88,-2.14
3.5,-2.61
0.98,-3.49
1.72,-1.55
4.55,-2.75
4.55,-2.74
6.84,-5.1
2.05,-1.34
1.77,-4.2
7.04,-2.51
7.1,-2.15
1.81,-4.29
2.42,-3.95
1.83,-4.44
2,-4.33
1.36,-0.14
4.27,-3.06
7.66,-2.53
3.21,-4.14
2.99,-2.91
2.99,-2.91
0.76,-4.55
2.03,-4.36
2.45,1.03
0.86,-1.6
4.72,-3.49
4.99,-3.53
4.28,-3.24
3.71,-2.44
6.49,-3.52
5.38,-4.22
5.65,-3.78
7.17,-2.2
5.81,-4.23
6.54,-2.87
5.99,-3.92
3.76,-2.47
3.97,-2.87
1.05,-2.98
3.64,-2.31
3.97,-2.13
5.98,-3.95
5.99,-3.94
4.81,-4.04
4.96,-2.68
3.67,-2.92
2.3,-2.01
2.49,-3.03
5.11,-3.27
6,-3.78
2.25,-2.54
4.98,-1.78
3.71,-1.84
3.82,-1.72
3.55,-2.74
3.6,-2.42
3.05,-2.19
2.55,-1.88
2.81,1.27
1.85,0.45
6.08,-3.93
0.28,-5.23
1.31,-0.2
3.73,-1.59
5.99,-3.81
0.27,-3.88
5.98,-4
1.32,-2.87
1.32,0.75
2.49,-2.08
1.14,-2.01
8.35,-6.51
8.34,-6.53
6.79,-5.86
5.55,-4.66
6.5,-5.43
7.72,-4.11
5.9,-3.71
3.35,-1.83
4.23,-2.93
3.66,-2.77
8.35,-6.51
0.36,-4.13
5.42,-4.48
4.23,-2.58
2.21,-2.23
6,-5.67
3.1,-2.58
1.2,-3.84
2.32,-1.2
2.34,-1.19
6.51,-5.31
0.34,-4.51
2.04,-1.62
4.95,-2.87
0.9,0
0.91,0.01
3.82,-1.94
4.33,-1.78
1.19,0.24
1.94,0.35
1.9,0.44
3.2,-0.33
2.7,-1.33
4.97,-2.34
5.92,-4.27
1.03,0.36
5.92,-4.67
4.15,-3.07
3.88,-1.45
3.5,-2.1
2.32,0.84
4.06,-2.84
1.1,-3.07
5.63,-2.2
1.04,-1.31
4.87,-3.74
4.64,-3.53
0.11,-5.1
1.12,-0.78
2.23,-1.6
2.62,1.11
1.99,-1.37
1.07,-1.93
1.98,-1.37
1.2,1.23
5.9,-4.46
3.01,-1.46
5.84,-4.07
1.68,-3.24
1.68,-3.24
5.05,-4.58
1.2,1.14
2.36,-0.34
2.11,1.12
4.84,-4.16
2.24,0.02
2.98,-2.35
2.67,-0.38
2.67,-1.06
2.67,-1.06
2.84,-2.71
1.02,-2.14
2.89,-0.84
1.39,-0.88
2.13,1.02
1.53,0.07
1.58,0.07
2.12,1
3.66,-1.92
0.3,-5.18
2.95,-0.61
3.81,-1.25
1.99,0.01
1.23,-2.5
5.85,-4.14
2.25,-3.05
1.58,-4.05
2.93,-2.16
0.93,-0.62
3.28,-1.29
3.79,-1.04
2.64,-1.38
2.02,0.03
3.85,-2.27
1.92,0.07
1.81,-0.6
3.85,-2.29
4.88,-1.58
2.67,-0.75
1.56,0.78
3.25,-0.39
4.93,-1.76
3.74,-1.03
3.26,-1.49
3.42,-2.27
3.92,-0.82
3.74,-0.97
2.86,0.68
1.26,0.46
4.97,-1.78
2.71,-4.05
4.55,-1.52
4.89,-1.51
4.01,-0.23
5.88,-4.2
2.35,1.62
2.62,-0.42
2.45,-1.44
0.52,-1.38
4.53,-1.92
1.78,-1.42
2.1,0.49
2.1,-2.32
1.58,-2.99
3.81,-1.4
3.52,-1.27
2.44,1.63
3.57,-1.08
3.05,-0.73
3.34,-1
5.76,-4.04
0.39,-4.19
1.45,0.15
1.47,-0.24
1.45,0.18
3.45,-1.5
1.2,0.34
3.56,-0.41
1.64,-0.25
2.38,-2.17
2.99,-2.56
2.84,0.95
1.19,0.74
2.07,-2.8
3.09,-2.04
0.82,-0.63
2.37,0.74
2.62,1.05
6.7,-2.55
3.08,-2.77
6.38,-3.42
6.46,-2.86
2.34,0.87
4.48,-1.87
2.85,1.14
6.06,-5.56
2.27,-1.73
3.5,-0.14
3.91,-2.19
4.13,-2.52
5.63,-3.25
1.54,-0.12
2.67,-0.67
1.03,-0.4
3.54,-1.74
2.53,-2.37
1.74,-1.9
1.25,1.25
1.07,-4.05
1.84,0.37
3.33,-3.08
2.9,-0.91
2.35,-2
3.27,-2.55
5.96,-3.29
2.44,-0.47
1.86,-2.21
6.2,-2.83
2.21,-2.77
9.12,-3.31
1,-3.15
5.21,-4.72
4.8,-4.55
5.85,-4.14
1.59,-3.01
8.2,-6.83
5.98,-5.67
6.37,-5.43
6.47,-6.95
4.5,-2.24
5.05,-2.14
2.58,-1.92
4.25,-4.58
3.12,-2.62
5.79,-4.39
5.1,-4.77
1.4,-3.28
0.95,-2.88
2.12,0.02
0.19,-5.32
5.72,-4.61
8.62,-3.29
1.16,-2.64
2.58,-2.51
2.23,0.57
1.91,-2.17
3.83,-2.41
3.47,-1.44
2.72,-0.68
2.59,-2.51
2.6,0.3
3.59,-2.48
5.38,-2.22
2.91,-0.69
4.28,-0.43
1.4,-2.66
2.59,-0.61
3.84,-2.22
1.33,0.79
1.4,-2.67
3.68,-0.36
3.68,-0.39
1.09,0.99
0.76,-2.07
3.27,-1.38
4.11,-3.24
3.21,-2.79
3.51,-2.84
4.28,-2.73
3.37,-2.72
3.06,-1.32
3.11,-2.46
1.06,-2.24
3.66,-0.38
2.74,-1.15
2.84,-1.48
1.33,-2.51
1.83,-2.11
1.4,-3.28
6.49,-2.76
1.4,-3.28
1.38,-3.28
2.69,-0.98
2.44,1.51
2.44,1.51
5.44,-4.26
6.09,-5.52
1.56,0.46
2.39,-1.7
2.06,-2.64
7.39,-2.31
1.86,0.49
3.06,-2.35
0.91,-1.57
2.43,-1.98
2.08,0.3
0.69,-1.29
0.49,-3.55
2.17,0.04
2.15,-1.85
1.92,-1.87
1.75,-1.2
1.85,-2.23
1.3,-2.87
4.46,-1.64
3.82,-2.74
3.57,-2.98
3.08,-2.83
1.91,-1.34
2.61,0.52
2.05,-2.38
1.67,-2.23
1.15,-3.88
2.76,-1.74
2.75,-1.73
1.97,-1.06
1.44,-2.57
4.06,-0.93
2.88,-1.22
2.65,-1.42
1.96,-0.42
4.15,-0.89
4.05,-0.91
2.32,0.5
0.73,-1.67
1.98,-1.63
2.38,-0.69
2.04,-2.71
1.16,-1.38
1.08,-2.65
1.14,-3.88
2.74,1.48
2.75,-1.7
2.75,-1.73
3.68,-0.44
3.46,-2.36
3.69,-0.45
3.56,-1.53
3.55,-1.53
2.35,0.25
2.56,-1.35
1.35,-0.32
0.91,-2.62
0.84,-4
1.85,0
3.82,-1.4
2.78,-2.86
2.26,-1.41
2.25,-1.43
2.22,0.94
2.45,-2.89
3.01,-2.22
3.05,-2.01
3.88,-2.47
0.77,-1.66
0.77,-1.66
1.57,0.49
1.26,-1.09
3.24,-1.62
1.2,-2.94
1.56,-3.05
4.67,-3.19
0.94,-1.41
3.35,-1.58
0.94,-1.4
2.06,-0.06
2.92,-1.07
3.12,-0.64
2.84,-0.57
1.9,-0.11
0.62,-1.05
1.27,0.29
2.71,-0.35
2.14,-2.27
2.69,1.58
2.79,-2.09
1.29,-2.97
2.32,-2.74
2.13,-2.51
2.3,-1.97
1.63,-0.46
1.61,-0.45
1.14,-2.44
0.83,-2.55
3.3,-2.48
2.38,-1.89
1.69,-4.88
3.31,-1.47
1.82,-0.34
1.37,-2.37
1.39,-2.33
1,-3.32
1.4,-2.31
1.39,-2.3
5.9,-3.64
3.12,-0.85
1.02,-3.07
0.54,-4.42
1.94,1.27
3.16,-2.19
5.88,-3.71
1.26,-2.58
1.38,-2.36
1.66,-0.33
3.71,-1.63
3.7,-1.65
1.99,-1.73
0.23,-3.78
0.95,-3.68
0.95,-3.01
2.28,-2.25
4.45,-1.09
1.46,-0.15
2.14,0.99
2.14,0.95
0.91,0.47
1.95,-3.45
1.88,-2.05
0.85,-4.2
2.73,-2.72
5.82,-4.26
5,-1.53
1.61,0.55
1.75,-2.13
1.94,-0.6
2.32,1.25
1.03,-3.55
2.24,0.76
2.67,-1.38
0.78,-1.57
0.78,-1.56
1.16,-0.84
3.67,-1.71
0.65,-3.82
6.48,-6.84
2.06,-2.19
1.33,-1.16
1.6,-1.55
3.24,-0.18
1.73,-1.97
1.07,-1.97
2.62,1.17
2.73,1.02
1.14,-2.94
2,1.4
2.74,0.48
3.43,-1.02
3.73,-2.35
2.57,-1.6
2.19,0.55
1.03,-2.27
7.48,-6.57
1,-1.26
4.84,-2.07
4.13,-3.1
1.49,-1.59
1.05,-2.4
1.75,-0.11
3.93,-2.38
7.58,-7.45
7.75,-6.94
6.99,-7.43
3.97,-2.77
4.79,-2.46
1.23,0.16
2.11,1.06
2.32,-1.88
1.95,-1.21
2.12,-2.22
1.94,-2.62
2.66,-2.78
1.5,-0.2
2.04,0.5
2.95,-0.15
2.35,-2.45
2.34,-2.42
1.39,0.88
1.7,-1.27
1.42,-2.43
2.01,-0.87
2.61,0.58
2.36,-2.42
0.81,0.35
1.61,-2.65
0.83,-3.18
0.86,-3.09
0.2,-5.29
0.96,0.2
1.88,0.83
1.05,0.59
1.11,-0.75
0.74,-2.04
2.07,1.25
1.77,0.68
1.62,-0.7
1.39,-2.36
5.07,-1.6
4.12,-3.21
3.06,-0.79
4.92,-1.58
1.64,-0.87
1.6,-0.65
1.59,-0.62
2.81,-2.1
4.24,-1
2.02,-0.39
5.55,-1.63
0.9,-4.06
5.67,-1.9
3.71,-1.19
5.99,-5.22
0.47,-4.29
1.05,0.5
0.56,-4.33
0.96,-3.28
2.48,-2.69
2.83,-1.66
2.92,-1.92
2.91,-1.91
0.8,-2.75
4.87,-1.65
1.65,-0.68
3.96,-1.89
1.42,0.27
1.38,-2.14
5.99,-3.74
2.01,-0.74
5.45,-1.87
5.61,-4.49
4.24,-3.16
9.08,-3.22
0.76,-1.93
1.15,-2.54
1.16,-2.54
3.75,-2.51
0.79,-3.44
1.17,-0.32
2.23,-1.73
2.23,-1.76
4.78,-1.64
4.9,-2.34
1.26,0.56
2.94,-2.41
0.77,-1.93
2.47,-1.97
2.19,-2.9
3.03,-2.25
5.3,-3.46
1.76,0.28
3.32,-1.5
4.94,-2
2.29,-1.78
1.79,-3.21
0.81,-1.46
0.85,-2.42
7.48,-4.47
3.26,-4.1
1.88,1.15
1.44,-0.57
4.92,-3.03
4.55,-1.55
2.66,-1.17
2.32,-1.66
3.02,-1.22
3,-1.28
1.02,-1.18
1.91,-2.48
0.76,-4.19
1.93,0.52
3.34,-3
5.12,-1.56
2.45,1.56
3.69,-2.84
4.24,-3.09
3.7,-1.54
2.6,-2.35
4.63,-2.91
1.4,-0.03
4.44,-3.52
4.21,-2.2
1.13,-2.74
2.55,0.6
4.82,-3.41
4.35,-2.6
3.83,-1.84
2.01,-2.04
1.41,-1.88
4.24,-2.86
4.35,-2.64
3.4,-0.84
3.06,-0.7
1.25,-2.28
2.38,-2.89
0.97,0.63
0.76,-1.68
1.78,-1.18
0.95,0.6
2.36,0.48
4.21,-2.96
4.28,-2.6
4.22,-3.18
1.51,0.05
3.96,-1.57
3.96,-1.6
1.54,0.13
4.28,-1.6
4.67,-1.84
0.95,-2.21
1.55,-3.37
3.01,-4.1
0.84,0.04
1.36,-0.13
1.37,-0.16
7.98,-7.09
2.24,1.25
2.12,-0.46
3.48,-2.49
1.49,-0.25
1.08,0.44
1.8,-0.78
0.97,-0.56
0.84,-1
2.26,1.19
2.47,1.35
1.23,-2.35
4.04,-1.6
0.92,-0.19
1.85,0.2
5.12,-1.59
5.13,-1.57
1.7,-3.31
1.43,-2.6
1.41,-2.61
1.71,-0.42
2.75,-2.07
2.75,-2.06
5.45,-2.63
2.36,-2.94
1.59,-3.19
1.9,-0.19
3,-2.95
1.69,-3.21
1.74,-3.23
2.91,-3.16
2.47,-1.48
2.47,-1.5
2.48,-1.5
2.66,-1.02
1.13,-1.01
2.93,-2.22
2.93,-2.22
3.87,-1.92
1.37,-2.36
1.37,-1.01
3.55,-2.66
1.33,-1.88
2.46,-1.98
2.38,-1.61
1.58,-2.96
7.46,-4.18
3.81,-1.48
3.31,-2.7
1.88,-0.54
1.49,-1.3
1.49,-1.3
3.97,-0.29
3.19,-1.61
3.49,-0.19
1.4,-1.16
1.46,-0.79
1.4,-1.15
0.69,-4.67
1.07,-2.85
0.69,-3.1
0.97,-2.97
0.89,-2.58
0.24,-3.67
3.29,0.18
5.83,-3.21
0.24,-3.67
2.11,-0.3
3.76,-1.57
3.11,-2.68
2.69,0.81
2.91,-1.22
3.77,-1.56
3.75,-1.56
2.93,1.21
3.76,-1.6
2.73,1.43
5,-3.73
0.9,-3.03
4.2,-2.78
2.71,0.91
2.76,-2.29
1.54,-3.12
1.81,-1.31
2.63,0.14
1.73,-4.73
1.68,0.35
3.71,-1.59
2.04,-2.43
0.85,-0.35
1.4,-3.42
1.14,-3.37
2.4,-3.19
3.34,-1.34
2.6,1.51
3.05,-1.56
1.78,-3.01
8.14,-6.4
5.74,-4.64
1.25,1.13
1.26,1.12
4.9,-2.95
2.62,-3.18
2.71,1.37
2.38,-2.13
0.88,-2.29
0.88,-2.29
2.03,0.62
2.04,0.6
2.02,0.63
2.66,-1.4
3.25,-0.06
7.58,-1.98
3.61,-2.13
5.59,-1.84
3.28,-3.57
3.68,-2.21
3.14,-2.92
2.64,-1.12
2.61,-1.67
1.49,-0.15
5.99,-2.54
7.24,-2.1
7.2,-3.07
5.83,-4.31
6.07,-5.53
5.63,-3.22
3.73,-0.75
1.73,-0.19
6.3,-3.01
4,-2.15
1.68,0.08
3.28,0.09
3.12,-1.01
3.57,-1.41
3.75,-1.53
2.39,-2.08
4.32,-1.83
2.45,-2.07
3.38,-2.87
0.57,-3.9
2.36,-2.04
4.88,-2.98
4.66,-3.38
3.66,-1.48
3.46,-2.19
3.51,-1.11
2.69,-2.75
5.58,-4.49
1.24,-0.58
2.42,-1.47
1.43,-0.04
2.39,-2.07
1.01,-0.94
1.73,-0.64
1.42,-0.03
5.14,-2.26
2.76,0.28
5.52,-5.7
3,-2.71
5.3,-4.41
4.97,-1.7
1.99,0.89
5.8,-4.04
5.8,-3.91
5.95,-4.56
5.6,-3.33
5.86,-3.53
1.1,0.28
1.37,-2.56
6.07,-3.44
2.67,-0.46
0.86,0.59
1.58,-1.43
1.59,-0.32
0.68,-0.97
1.34,-0.2
5.44,-4.62
4.78,-1.53
3.63,-2.5
7.23,-3.04
2.85,-0.14
0.41,-4.87
3.01,-1.47
3.03,-1.5
3.26,-1.19
5.09,-1.84
0.41,-3.74
1.68,-0.51
2.02,1.1
5.44,-4.56
0.72,-3.97
0.76,-3.95
3.71,-2.44
1.36,1.14
4.96,-2.34
3.54,-0.79
3.54,-0.82
2.94,-0.63
2.77,-1.34
2.55,1.65
2.6,-0.8
1.19,0.38
1.48,0.14
5.9,-3.66
2.88,-0.78
0.67,-1.09
5.58,-2.65
1.06,-1.83
1.07,-1.83
4.13,-0.18
2.39,1.68
3.38,-2.27
1.67,-2.3
6.48,-5.41
1.87,-0.31
1.05,0.56
4.86,-1.86
1.94,-4.98
2.79,1.41
1.8,-0.08
2.08,-1.94
1.98,-2.04
1.88,-2.11
2.19,1.48
2.19,1.43
1.37,-0.19
6.81,-2.32
4,-1.2
1.89,-0.11
2.99,0.06
2.99,0.08
3.31,-4.23
6.02,-5
0.7,-4.42
0.64,-3.65
5.45,-5.25
3.74,-0.75
1.65,-0.87
1.73,-0.46
3.31,-0.2
1.2,0.43
3.91,-1.8
4.95,-1.62
5.65,-4.65
1.61,-1.12
0.25,-1.17
1.23,-2.51
1.9,0.16
1.9,0.17
3.68,-2.31
3.59,-2.1
2.61,-2.5
1.84,-2.13
7.11,-2.33
3.01,-2.13
1.67,-4.95
2.6,-2.99
1.19,-0.88
2.58,-2.03
2.55,-1.58
1.64,0.25
3.8,-0.46
3.53,-1.15
2.56,-1.58
2.37,-1.76
1.67,-0.2
3.53,-1.15
1.1,-3.92
2.4,-1.63
5.19,-3.08
5.84,-3.64
3.82,-1.87
1.08,-3.81
1.15,-1.05
6.46,-3.1
0.82,-2.65
4.97,-1.67
2.49,-0.02
2.51,-2.31
2.31,-1.91
6.96,-5.83
0.95,-0.79
1.94,0.12
0.47,-4.2
1.86,0.88
0.44,-4.18
7.4,-2.05
0.05,-5.28
0.75,-2.22
2.55,1.39
1.57,-0.68
1.12,-2.8
1.66,-1.17
1.68,-2.46
1.68,-2.44
1.69,-2.42
1.76,-0.58
1.24,-2.27
1.23,-2.3
1.24,-2.28
2.4,-1.64
1.49,-0.08
2.49,-1.48
1.75,-0.33
0.86,-3.94
1.04,0.42
1.75,0.31
7.46,-6.33
1.64,-1.1
8.17,-3.49
4.65,-2.93
2.59,-3.21
2.29,-2.63
5.68,-2
2.64,-2.71
2.29,-2.63
0.54,-4.44
1.26,-3.01
2,-2.3
2.21,-2.38
1.56,-4.2
3.62,-1.8
0.9,-4.17
1.16,-4.04
1.35,-2.15
3.69,-0.13
2.27,-2.16
2.02,-4.82
1.8,-2.62
3.01,-2.15
7.62,-2.83
1.38,-0.29
3.52,-1.56
1.19,-4.06
0.43,-3.66
0.79,-3.53
1.31,0.05
3.03,-3.04
3.21,-3.19
3.3,-3.33
1.07,1.02
0.82,0.14
1.51,-2.64
1.45,-1.87
5.06,-1.73
4.55,-1.21
1.15,-1.9
0.99,-2.08
1.09,-2.11
5.76,-2.01
2.69,-2.68
2.97,-3.2
2.82,-0.78
3.61,-2.92
2.56,-2
2.09,-2.13
2.81,-2.66
3.5,-1.08
1.27,0.14
1.7,-1.35
3.54,-2.28
4.06,-0.24
2.87,1.2
1.05,0.29
2.51,1.03
3.16,-0.77
2.99,-1.16
3.01,-1.18
3.91,-0.46
3.46,-2.21
2.57,-2.84
3.13,-2.34
1.23,-0.26
2.24,-4.09
2.98,-3.93
3.02,-4.05
0.4,-4.36
3.17,-4.06
0.33,-4.76
2.93,-3.51
3.2,-4.41
3.16,-4.21
1.12,0.74
1.81,-4.77
3.07,-4.3
1.9,-3.92
1.52,-0.06
3.02,-2.37
3.02,-2.38
1.41,0.29
1.22,1.3
0.79,-2.86
2.91,-2.8
2.92,-2.46
2.67,-2.74
1.86,-3.03
1.6,-3.02
2.55,-3.29
3,-3.44
1.74,-2.92
2.42,-3.17
8.51,-4.23
1.78,-3.98
1.56,-3.6
2.14,-4.06
3.08,-4.18
2.09,-4.48
3.08,-3.8
3.25,-3.66
2.08,-4.51
2.14,-3.57
0.83,-0.09
2.22,-2.23
3.84,-0.42
1.63,-2.2
1.66,-2.5
4.69,-3.22
1.1,-0.23
5.05,-2.69
2.37,-2.32
4.07,-1.77
3.93,-0.23
1.41,-2.1
5.51,-2.69
5.51,-2.71
3.39,-2.61
2.78,0.99
0.84,0.45
1.45,0.12
1.01,-0.7
1.29,0.7
2.6,0.4
2.23,0.82
2.23,0.82
1.61,-2.44
1.75,-1.84
1.89,-1.15
0.95,-3.02
2.43,-1.73
2.91,-0.18
2.92,-0.17
2.93,-0.2
3.51,-2.57
3.53,-2.84
0.23,-3.66
3.94,-1.31
3.06,-2.74
2.72,-2.17
1.15,-3.5
1.03,-3.75
1.06,-4.09
0.53,-3.7
0.85,-3.5
0.43,-4.08
1.05,-4.14
2.33,-2.54
1.4,0.04
3.03,-2.68
3.02,-2.7
3.01,-2.71
2.13,-1.85
1.68,0.57
1.14,-3.27
1.29,0.66
0.9,-1.8
2.43,-3.06
2.26,-2.79
1.72,-5.12
2.73,-2.83
2.71,-2.81
1.16,0.23
1.23,-0.99
1.11,0.62
1.15,0.68
2.13,-0.51
1.45,-2.2
4.88,-1.53
4.96,-1.45
1.27,-2.89
2.04,-1.08
3.11,-2.18
3.11,-2.15
1.01,-4.22
2.15,-1.85
0.67,-4.13
3.4,-3.08
3.39,-3.08
1.9,-0.53
3.87,-0.81
7.1,-2.19
0.59,-1.28
3.76,-1.72
1.82,-0.79
0.29,-3.88
0.28,-3.89
3.54,-0.41
1.54,-0.77
5.61,-3.52
4.08,-3.23
5.81,-3.94
1.46,0.37
3.79,-1.18
3.12,-1.77
3.02,-1.61
0.32,-1.69
1.31,0.02
2.08,-0.26
1.1,-1.13
4.86,-3.17
3.19,-3.03
3.05,-2.29
0.91,-0.6
1.89,0.35
4.5,-3.54
7.74,-5.78
9.97,-1.33
0.4,-4.78
2.96,-1.22
1.16,-3.38
2.62,-2.17
3.9,-1.19
8.45,-3.23
8.46,-3.23
3.34,-1.05
4.61,-1.69
2.1,0.9
0.36,-4.08
0.68,-4.47
1.62,0.41
2.61,-0.95
2.41,-1.86
2.2,-1.79
2.41,-1.88
2.89,-0.35
3.49,-2.7
2.35,1.17
2.74,0.97
4.6,-1.28
3.07,-0.28
3.53,-1.35
1.01,-0.46
2.46,-2.44
1.88,-0.63
3.81,-2.42
2.77,-2.17
2.66,1.57
4.95,-1.54
5.01,-1.48
4.72,-1.75
2.82,-2.75
3.84,-2.74
3.26,0.2
3.25,0.18
0.7,-3.67
0.8,-0.62
1.06,0.91
1.82,-2.5
3.13,-1.04
3.12,-1.03
2.57,-2.08
5.86,-3.18
2.64,-1.46
1.2,0.93
2.35,-1.29
5.38,-1.65
4,-1.54
3.78,-0.24
3.94,-1.28
3.93,-1.3
9.02,-3.18
3.42,-0.18
4.68,-1.66
1.14,-3.17
0.65,-2.45
7.83,-3.82
1,-3.28
1.23,-2.56
0.94,-0.32
1.43,-0.79
1.49,-0.93
5.04,-2.04
2.94,-0.95
5.93,-3.12
3.84,-1.83
2.75,-2.68
2.91,0.94
2.39,-1.45
1.27,-1.39
2.38,-1.42
0.68,-2.18
5.92,-3.84
1.19,-0.62
1.75,-1.29
4.2,-1.61
1.16,-0.9
0.72,-1.19
0.84,-0.6
2.18,-1.79
2.76,0.97
1.83,0.81
3.55,-2.22
2.35,-1.89
2.03,-2.51
3.08,-2.03
2.86,0.61
2.85,0.62
2.36,-2.28
1.87,0.19
2.27,-2.39
5.51,-5.31
2.86,-1.82
1.1,0.18
7.9,-4.09
3.65,-1.83
2.09,-2.49
2.93,-1.92
2.28,-2.77
2.5,-1.83
3.02,-2.16
