north,east
51.87,-2.5
53.43,-1.33
56.53,-2.86
54.97,-1.68
52.66,0.92
53.4,-2.22
50.6,-3.45
51.15,-4
50.32,-3.65
53.26,-0.84
51.44,-0.07
51.39,-2.61
53.74,-0.4
51.02,-2.52
51.08,0.61
51.21,-2.47
51.01,-1.08
51.15,0.64
50.77,-1.49
50.78,-2.01
52.18,1.14
52.18,-0.39
52.01,-1.31
52.08,-0.62
52.06,-0.6
51.72,0.89
51.92,0.1
51.82,-1.43
51.89,-1.52
51.83,-1.39
51.96,1.05
51.99,-1.49
51.85,-0.82
51.77,0.05
51.69,-1.78
51.42,-2.74
51.25,-2.58
51.34,-1.41
51.42,0.81
51.45,-2.31
53.99,-0.21
53.75,-0.19
53.72,-0.04
51.77,-0.13
57.23,-4.38
57.72,-4.3
56.21,-3.33
57.03,-3.22
56.8,-3.44
57.26,-4.47
51.53,-2.62
56.57,-3.38
50.83,-0.66
55.86,-4.11
55.62,-2.74
55.86,-3.21
56.27,-3.16
57.56,-4.39
56.35,-3.08
56.54,-2.68
55.6,-2.77
56.75,-3.09
56.6,-2.88
60.09,-1.24
54.53,-1.22
60.18,-1.44
55.58,-2.39
51.29,-1.97
51.29,-1.98
51.28,-2.94
51.27,-1.71
51.34,-0.23
51.25,0.47
52.45,-0.95
52.33,0.34
53.48,-0.78
52.57,-0.23
51.49,-2.62
55.08,-1.57
55.54,-2.73
54.24,-0.4
53.51,-1.56
55.85,-3.77
55.82,-4.2
55.94,-4.01
55.34,-1.65
51.39,-1.32
51.58,-0.18
56.17,-3.19
53.35,-0.49
50.61,-2.52
53.79,-1.37
51.48,-1.48
52.56,-0.23
54.73,-2.07
52.76,1.17
54.96,-1.59
51.57,-1.36
51.87,0.72
52.71,-1.05
51.33,-1.64
51.18,-0.87
52.23,1.51
52.15,0.45
51.04,-1.68
51.12,-0.01
50.95,0.74
52.3,-1.03
51.58,-1.23
51.88,-0.27
53.65,-0.29
52.3,-2.51
51.52,0.04
53.31,-2.97
53.32,-2.96
50.84,-0.7
51.39,-0.76
52.26,-2.88
51.63,-1.4
51.68,0.55
53.65,-1.3
52.43,0.92
54.38,-1.35
51.29,-2.63
55.1,-1.59
50.96,-0.87
51.05,-2.11
52.13,-0.13
52.71,1.07
54.33,-1.75
56.51,-2.68
51.39,-0.85
52.98,-0.22
54.75,-1.76
58.11,-3.64
51.58,-1.35
53.43,-1.32
54.87,-1.44
54.17,-0.59
51.37,-2.87
51.33,0.22
50.92,0.16
50.67,-2.15
50.71,-2.05
55.05,-1.51
52.55,-2.65
52.56,-2.65
51.57,0.35
51.85,0.77
52.93,-0.79
53.07,-0.95
51.21,-2.6
51.26,-0.43
55.56,-1.96
55.87,-3.05
50.75,-1.9
51.19,-2.94
51.84,-0.37
51.19,-3.84
51.52,-1.29
59.38,-2.4
50.86,-3.79
51.81,-1.82
51.74,-2.33
53.14,0.04
51.4,-1.84
53.89,-1.45
57.1,-7.33
55.76,-4.18
50.76,-4.14
50.8,-0.46
53.13,-0.01
54.16,-0.65
50.66,-2.27
50.99,-3.66
51.06,-2.17
54.86,-1.73
50.95,-2.81
50.9,-1.04
51.16,1.33
52.52,-0.94
58.02,-4.16
50.86,-0.77
50.93,-0.66
54.88,-1.86
54.47,-1.75
51.74,-1.71
51.74,-1.72
52.82,-1.18
55.62,-2.22
51.02,-4.16
50.82,-3.86
50.96,-1.36
50.35,-3.85
52.71,0.73
55.5,-1.93
51.26,0.8
55.98,-2.65
51.03,-0.88
51.58,-1.39
54.55,-0.88
50.35,-4.46
53.48,-0.82
50.63,-2.19
54.1,-0.56
51.05,-3.18
51.07,-2.61
51.04,-2.95
55.71,-2.7
57.06,-2.54
55.76,-4.18
56.52,-3.09
56.63,-2.81
51.28,0.43
51.26,0.42
56.51,-2.91
50.92,-0.86
53.24,-0.89
53.57,-0.08
50.97,-1.9
53.94,-2.15
50.97,-2.17
50.99,-1.03
50.94,-3.43
51.78,0.97
58.64,-3.2
51.39,-0.36
53.68,-1.48
51.46,-3.15
50.75,-2.12
53.87,-1.84
50.84,-0.11
54.19,-0.94
56.58,-3.09
53.81,-0.08
54.2,-1.02
50.78,-1.06
52.03,-2.39
52.59,-0.84
50.99,-3.21
51.24,-1.18
53.63,-0.79
50.51,-3.65
50.77,-0.96
51.22,-2.7
51.08,-1.27
50.67,-3.82
50.67,-1.52
50.53,-2.43
50.3,-3.86
52.32,-0.34
52.17,1.33
51.46,-2.56
51.44,-1.41
51.42,-2.15
54.92,-3.14
55.03,-2.89
52.64,1.14
52.82,-0.63
51.58,-2.17
51.47,-2.7
52.21,-0.71
52.62,-0.52
51.33,-1.71
51.09,-2.58
51.57,-2.21
50.95,-2.24
55.75,-2.01
51.12,-3
50.7,-4.32
50.77,-1.85
51.2,0.37
51.13,-2.58
52.28,-0.31
50.22,-3.76
50.21,-3.71
50.8,-0.48
54.88,-3.62
50.87,-2.39
50.92,-4.33
51.17,-3.24
54.81,-1.48
53.47,-0.14
52.79,0.78
52.55,-0.09
54.98,-3.18
53.88,-1.45
53.75,-0.8
51.43,-2.26
51.35,-2.87
51.25,-1.08
54.42,-1.35
52.81,0.69
52.93,1.25
52.79,1.46
51.23,1.29
55.89,-2.84
51.46,-0.27
59.88,-1.3
55.14,-3.85
55.14,-1.56
52.71,1.67
54.87,-1.68
53.43,-0.81
50.67,-2.18
50.95,-2.74
53.03,-0.88
50.99,-2.3
51,-2.27
51.31,1.24
51.01,-3.95
51.14,-1.22
51.13,-2.67
51.13,-2.65
51.27,1.29
51.19,1.31
57.33,-6.07
50.43,-4.56
51.01,-4.19
55.61,-2.57
55.28,-1.7
51.47,0.41
51.08,-1
53.33,-0.28
51.15,-2.57
51.08,-3.28
51.29,-2.15
51.63,-4.89
52.65,1.07
51.05,-1.58
51.46,-2.05
50.83,-3.64
51.45,-3.45
51.47,-2.56
53.08,0.08
52.53,-2.7
52.71,0.57
51.24,-2.67
50.71,-3.89
52.84,-0.85
50.97,-1.57
51.18,0.87
56.15,-3.08
55.86,-3.66
56.49,-3.34
51.77,0.07
60.49,-1.34
51.47,0.1
51.7,-4.76
52.71,0.5
51.09,-1.65
50.75,-0.86
54.26,-1.78
52.05,-2.55
51.56,0.65
53.72,-2.06
53.43,-1.35
53,-1.31
55.16,-2.15
52.51,0.09
53.01,-1.31
51.34,-1.42
51.19,-2.31
51.13,-0.94
50.9,-3.75
50.81,-0.35
52.47,0.81
52.47,0.81
50.9,-4.46
52.31,-1.42
52.5,-2.73
52.49,-2.92
52.21,-2.73
51.72,-1.36
53.29,-0.93
53.16,-2.64
53.18,-2.21
52.85,-0.82
52.6,1.26
52.03,-2.81
51.87,-0.59
52.65,-2.6
52.22,-0.28
53.13,-2.88
51.67,-1.63
52.64,-2.69
52.21,-0.3
52.8,-2.52
52.71,0.33
52.07,-2.67
52.43,-1.63
51.75,-2.56
54.1,-1.66
50.95,-4.03
54.22,-0.63
51.01,-2.01
50.86,-1.85
51.77,-3.21
54.89,-1.84
51.37,-2.92
51.03,-0.61
50.67,-3.44
51.73,-2.26
53.02,-2.76
52.21,-2.77
52.74,-2.68
52.05,-1.73
51.32,-1.28
55.05,-3.26
54.26,-3.21
51.31,0.48
55.66,-2.38
53.47,-2.34
53.35,-1.52
53.44,-1.47
52.85,-2.25
53.82,-1.74
55.94,-3.52
52.8,1.55
52.47,0.95
53.44,-2.78
53.64,-2.74
53.15,-2.89
53.43,-2.79
51.02,-2.3
53.87,-1.57
57.13,-2.44
55.52,-2.47
55.51,-2.47
52.06,-2.11
53.3,-1.37
50.86,0.14
53.51,-1.68
50.93,-4.27
52.25,-0.79
53.11,-1.86
52.25,-0.81
53.36,-1.82
53.37,-1.76
51.15,-3.1
50.88,-0.25
54.79,-3.4
57.82,-4.17
51.36,1.13
51.41,-1.51
55.71,-3.21
55.75,-4.05
51.19,0.05
53.65,-2.31
54.68,-2.68
52.77,-0.42
54.19,-2.92
51.39,-0.04
53.21,-1.62
53.54,-1.08
54.9,-2.95
51.25,-2.2
54.72,-1.34
52.92,-4.57
51.23,-2.47
51.13,-2.7
52.45,-1.92
52.11,-1.27
51.12,-3.65
51.89,-1.02
50.15,-5.19
51.77,-2.23
52.66,-2.9
52.78,-2.63
51.81,-2.59
53.78,-2.42
52.86,1.1
52.85,1.1
53.55,-2.45
53.65,-2.42
52.42,0.99
53.48,-2.61
53.04,-2.77
52.57,-1.66
52.12,-1.46
53.39,-2.96
53.39,-2.18
53.43,-1.59
52.75,-2.97
55.39,-2.5
53.64,-1.8
53.69,-2.25
51.75,-2.08
50.48,-3.58
52.23,-1.95
52.76,-2.41
52.77,-2.43
52.45,-2.91
51.61,-0.28
52.42,-1.5
53.64,-2.39
55.62,-2.43
52.67,-1.89
56.36,-4.28
57.47,-6.43
55.94,-3.17
52.7,-1.69
53.08,-1.01
52.83,1.44
52.82,1.42
51.14,-2.88
51.27,-2.11
51.27,-2.93
50.96,-4.5
51.23,-2.97
52.63,-0.62
52.97,-1.74
51.86,-0.59
55.36,-1.82
53.22,-0.15
50.89,-1.91
54.83,-1.64
51.6,-3.44
52.74,-0.74
55.66,-3.48
50.51,-4.87
51.61,-0.08
54.84,-1.98
52.96,-1.65
51.71,0.38
56.64,-3.82
55.78,-2.28
52.87,-2.72
52.24,-1.75
52.21,-2.49
52.9,-1.12
52.04,0.82
51.65,-3.33
53.18,-1.07
52.05,-0.22
52.21,-2.52
56.8,-2.65
51.64,-3.76
51.54,-3.32
52.88,-4.45
51.89,-4.71
53.08,-3.33
51.26,-0.41
60.25,-1.44
55.42,-2.71
52.75,-1.71
50.38,-4.11
51.26,-1.38
52.15,-2.13
51.19,0.71
53.62,-2.43
51.18,0.7
53.06,-2.71
51.23,-2.35
50.66,-4.36
53.7,-1.15
50.39,-4.11
50.88,-3.87
51.91,-0.62
52.84,-1.61
52.85,-1.6
54.61,-2.03
54.51,-1.36
54.6,-2
51.42,-0.56
51.42,-0.53
51.42,-0.59
52.65,-0.71
55.46,-1.84
50.51,-4.82
50.64,-4.44
53.21,-3.79
51.41,-3.43
52.95,-2.79
52.53,-3.94
51.99,-4.69
52,-4.71
53.2,-0.9
52.89,0.82
54.47,-3.52
53.42,-3.03
54.44,-0.76
54.43,-0.76
51.15,-1.34
51.55,-0.61
51.48,-1.36
53.79,-1.86
51.89,0.81
54.91,-1.58
52.04,-2.7
57.19,-5.64
55.58,-2.68
56.44,-5.24
57.14,-5.82
58.01,-6.54
52.88,-4.06
55.05,-1.75
52.27,-3.56
51.58,-2.57
51.32,-2.9
50.81,-0.7
52.81,-2.95
50.34,-4.06
52.27,-1.98
51.67,-2.31
51.51,-1.81
51.41,-1.44
51.55,-1.74
52.56,-0.06
51.97,-2.29
55.82,-4.49
51.98,0.28
54.63,-1.64
54.63,-1.66
54.08,-2.36
53.85,-1.81
54.79,-1.45
52.45,-3.94
52.68,-1.72
52.32,0.19
57.64,-3.32
57.14,-6.1
51.14,1.1
55.88,-3.55
53.32,-4.47
50.9,-1.48
51.47,-1.25
53.26,-0.98
52.37,-1.09
51.68,0.31
51.8,-2.05
50.46,-3.52
57.27,-3.84
56.29,-5.65
53.68,-1.83
53.68,-1.81
53.67,-1.81
55.92,-5.63
52.98,-1.83
53.99,-2.79
54.7,-3.49
51.75,-0.26
50.37,-5.13
52.83,-2.23
51.1,-0.44
54.35,-1.33
54.24,-0.71
54.51,-0.78
52.77,-2.59
52.79,-2.57
50.8,-3.46
53.74,-0.6
53.84,-0.93
54.36,-1.61
52.82,-2.43
51.74,-0.79
52.9,-2.9
53.48,-2.34
53.26,-2.88
51.18,-3.46
50.87,-1.8
52.47,1.47
55.51,-1.73
54.24,-1.74
52.32,-0.31
55.21,-1.57
52.31,-0.31
56.54,-2.63
51.2,-2.3
51.71,-3.24
51.2,-1.09
57.6,-6.18
55.54,-2.69
52.69,-1.36
57.36,-2.08
54.7,-2.9
52.41,1.58
53.73,-0.57
51.76,-2.59
52.63,0.17
52.3,-2.14
51.86,-2.21
51.3,-0.46
51.48,-1.84
52.44,-1.75
52.03,0.12
52.41,-1.76
50.79,-0.61
51.39,-0.06
53.54,-2.77
51.04,-0.77
50.71,-1.15
51.03,-2.22
51.82,-0.81
52.7,-1.83
52.06,-2.03
52.31,-2.19
51.83,-2.32
51.84,-2.33
51.54,0.19
50.96,-4.52
52.07,0.99
52.29,-2.41
52.2,-2.73
54.16,-2.82
51.89,0.99
51.41,0.04
51.85,0.99
51.87,0.99
51.15,1.01
52.56,-1.32
51.29,1.22
51.93,-2.11
52.22,0.89
54,-0.49
53.25,-1.25
58.05,-5.03
55.91,-2.97
57.14,-2.29
54.79,-4.61
54.96,-2.22
52.18,-2.99
55.23,-2.11
53.49,-1.42
51.91,0.22
51.92,0.22
51.78,-1.21
53.59,-0.44
52.7,1.03
53.93,-2.12
50.8,-1.14
52.9,-2.92
55.67,-3.49
51.17,-0.71
50.96,-0.84
54.6,-1.47
51.19,-1.91
50.8,-3.73
53.02,-0.88
50.92,-3.89
52.1,-0.46
51.64,-0.31
53.77,-0.15
54.96,-1.65
53.83,-2.88
53.82,-2.88
52.24,-0.08
54.42,-3.04
51.44,0.04
52.21,-0.14
52.52,-0.4
52.32,-2.8
51.81,-2.45
54.54,-1.38
53.58,-2.31
52.93,-0.87
53.26,-2.82
53.13,-1.67
53.26,-2.82
52.08,-2.74
54.95,-1.87
55.43,-3.66
52.88,-1.39
52.38,0.67
54.76,-1.59
55.95,-2.86
51.2,1.24
53.91,-0.93
51.06,-3.91
50.65,-2.48
54.68,-1.3
55.61,-1.82
53.14,-2.39
51.1,-3.31
52.39,0.26
51.47,-3.25
52.13,-0.71
54.65,-3.28
54.65,-1.36
55.49,-1.63
57.9,-4
51.25,-2.56
57.89,-4.02
53.97,-2
51.57,0.22
51.48,-2.49
51.99,-0.77
50.87,-1.6
53.61,-1.63
51.41,-0.86
51.47,-0.96
53.28,-1.32
51.71,-0.93
52.64,0.18
52.64,0.23
52.75,0.26
52.66,-0.59
51.07,-0.93
51.06,-0.94
52.28,-1.57
52.68,-2.71
50.84,-0.95
58.14,-6.89
51.38,-1.38
51.36,-1.36
52.55,-2.73
52.58,-1.21
54.25,-2.7
53.07,-2.12
53.07,-2.12
51.58,-3.24
52.31,-1.95
51.65,-0.04
51.66,-0.03
51.64,-0.09
51.66,-0.04
51.25,-1.81
60.29,-1.54
53.25,-4.46
51.55,-2.44
51.44,-1.1
51.42,-0.57
53.05,-2.37
51.83,-2.61
51.35,-2.41
52.85,-2.81
50.49,-5.01
51.23,-1.48
51.01,-4.05
51.1,-3.08
52.27,-2.79
51,-2.21
54.52,-3.43
50.39,-4.87
55.29,-3.78
56.74,-3.53
50.76,-1.88
50.74,-1.9
52.73,-2.89
51.85,-1.3
51.91,-1.46
55.31,-3.79
54.43,-1.29
51.15,-0.64
52.47,-2.26
57.03,-7.44
58.5,-6.27
51.79,-2.34
53.02,-1.03
51.69,0.09
51.72,0.06
51.73,-0.13
51.71,0.08
54.51,-1.73
53.76,-0.46
51.32,-0.27
52.05,-1.49
53.51,-0.82
53.51,-0.85
52.96,-2.96
57.29,-5.72
57.42,-4.66
52.51,-1.83
56.23,-5.29
51.09,0.21
52.37,0.52
51.47,0.15
51.27,-2.05
53.24,-0.54
50.36,-3.92
50.41,-4.18
52.83,1.24
51.29,0.76
57.26,-4.4
56.38,-3.21
55.9,-4.48
51.96,1.21
52.06,-3.32
54.46,-1.5
53.1,-3.19
54.66,-1.72
51.12,-3.3
53.87,-1.04
52.63,-3.84
53.28,-3.8
54.79,-1.7
51.36,-0.36
55.63,-3.16
53.85,-1.72
55.26,-1.68
54,-2.1
54.76,-1.7
57.41,-4.58
55.88,-3.08
54.38,-3.32
55.26,-3.18
53.46,0.04
53.64,-1.04
54.42,-0.73
55.4,-1.93
54.61,-1.8
53.81,-2.91
52.69,-0.46
51.75,-0.16
52.62,-2.06
54.56,-1.15
50.41,-4.11
60.25,-1.13
55.64,-2.12
51.33,-1.94
51,0.43
51.1,1.08
52.75,-1.97
50.97,0.13
54.64,-1.7
52.67,0.97
51.74,-2.47
51.48,-0.61
51.49,-0.63
51.49,-0.64
53.02,-2.21
52.62,-2.96
54.9,-2.96
57,-4.17
54.65,-2.18
53.13,-2.4
52.56,-2.1
52.55,-2.11
52.12,-1.62
53.87,-0.51
52.64,-0.31
55.41,-3.15
55.5,-2.98
52.87,-1.61
52.86,-1.6
52.49,-2.45
52.48,-2.47
52.37,0.77
53.65,-2.68
51.59,-3.48
57.66,-4.34
53,-0.37
52.5,-2.1
57.89,-4.09
52.06,-2.36
52.25,-3.08
52,-1.15
51.95,-1.68
52.02,-2.64
51.56,-1.81
54.62,-1.76
54.61,-1.75
59.1,-2.57
51.14,-2.51
52.2,-1.13
53.86,-0.78
51.27,-1.71
51.98,-0.55
50.83,-2.61
51.56,0.5
51.35,-0.89
51.34,-0.88
51.34,-0.86
53.76,-0.63
50.74,-1.59
52.14,-0.24
53.41,-0.96
53.42,-2.97
55.07,-3.01
52.12,-2.46
52.08,-1.95
51.16,1
52.62,-1.08
54.7,-3.5
53.46,-1.59
51.34,-0.26
51.14,1.22
51.61,-1.07
51.67,-2
51.48,-3.58
53,-0.33
53,-0.31
51.14,-0.44
50.98,0.54
51.14,-0.44
53.18,-3.06
53.18,-3.07
53.72,-2.5
53.67,-2.31
50.73,-4.21
51.23,-0.84
51.94,-2.9
50.8,-3.98
50.79,-1.4
50.77,0.14
51,-3.52
54.26,-1.55
50.71,-3.53
51.12,-3.64
52.64,-2.81
52.46,-1.48
52.19,-1.85
51.53,-1.06
53.69,-1.86
53.85,-1.94
50.67,-3.5
50.62,-3.41
59.89,-1.3
52.25,0.35
51.15,1.08
50.98,-1.13
51.08,-3.54
50.66,-3.44
52.68,-0.64
50.72,-3.56
53.28,-1.68
52.14,-1.21
52.31,1.13
52.26,-2.74
52.6,-0.19
52.61,-0.19
55.86,-2.09
52.08,-0.19
51.25,0.62
52.1,1.37
52.21,-0.27
57.25,-6.34
51.36,0.19
51.77,-1.37
50.71,-2.79
57.48,-6.32
57.33,-6.03
52.58,-1.16
51.19,1.26
52.47,-2.92
52.24,-2.77
52.98,-2.98
52.71,-2.93
52.65,-2.63
52.73,-2.51
51.24,-1.61
51.32,-1.45
54.42,-1.24
53.17,-4.18
53.12,-4.13
53.66,-2.18
53.14,-1.29
53.07,-2.61
54.29,-0.97
51.69,-3.89
53.8,-1.72
51.7,-3.92
57.06,-4.83
55.91,-4.4
51.43,-2.69
55.5,-4.44
53.5,-2.16
52.69,-4.05
51.21,0.64
53.73,-1.28
51.54,0.08
51,0.79
52.37,-2.08
52.07,-1.95
54.56,-1.36
53.47,-2.15
53.59,-2.27
53.41,-2.94
53.25,-1.89
56.12,-3.78
51.39,-2.36
51.98,-2.38
51.69,-1.78
52.71,0.44
54.67,-2.77
55.75,-4.05
51.25,-0.62
50.7,-1.29
55.75,-4.87
50.87,0.64
50.86,0.65
51.59,0.09
50.74,-1.78
50.76,-3.3
51.33,-0.39
55.89,-3.2
55.17,-1.71
50.95,-1.3
51.68,-3.2
51.34,-1.21
53.9,-2.54
52.88,-2.35
51.33,-1.03
51.32,0.32
51.81,0.55
52.74,0.42
51.89,-2.07
51.01,0.08
51.64,-3.05
51.48,-3.25
51.25,-2.23
50.99,-4.28
52.83,0.84
52.34,0.78
55.83,-2.91
55.79,-2.97
51.98,-2.58
52.56,-1.79
51.45,0.08
52.07,-1.14
53.34,-0.4
55.57,-2.79
51.63,-2.46
52,1.33
52,1.33
56.25,-3.21
53.15,-1.47
56.09,-3.88
53.19,-1.61
52.56,-2.03
53.43,-2.22
55.81,-4.06
50.85,-0.08
50.14,-5.08
55.33,-2.96
54.26,-0.43
55.89,-3.66
55.17,-2.44
58.39,-5.13
51.93,-0.53
57.44,-4.53
54.33,-1.14
53.96,-0.84
56.01,-3.94
56.51,-6.21
51.78,0.41
55.65,-2.62
53.23,-2.22
51.26,0.49
54.17,-2.85
53.61,-1.03
53.68,-2.9
52.53,-0.23
52.61,-1.44
52.21,-0.9
52.37,-2.63
50.85,-1.2
54.37,-3.07
52.69,-1.88
52.37,-2.41
53.28,-0.03
51.69,-2.33
53.16,-1.47
52.79,-1.8
51.65,-1.59
53.71,-2.71
53.7,-2.69
53.71,-2.72
54.91,-2.7
53.38,-1.92
53.02,-1.46
51.41,-2.73
51.32,-0.03
51.32,-0.03
51.24,0.46
51.31,-2.28
51.21,-1.11
51.37,-2.28
53.24,0.2
54.22,-2.72
54.09,-2.65
51.06,-1.68
52.58,-2.31
51.46,-2.83
53.14,-1.56
52.99,-1.91
52.61,-2.54
52.65,-2.91
51.19,-0.48
52.14,0.52
51.86,-0.44
51.37,-0.92
51.83,-2.33
50.84,-1.03
54.09,-1.06
52.41,-2.54
51.33,-2.48
51.77,0.34
52.51,-2.32
51.95,-1.91
51.83,-1.81
51.75,-1.34
53.53,-2.71
50.16,-5.26
57.54,-2.83
52.74,-1.42
53.01,-1.5
52.13,-1.37
51.52,-1.38
51.27,-0.75
51.35,0.06
51.3,-0.75
51.28,-0.75
51.29,-0.75
51.19,-0.61
52.25,-0.65
53.06,-0.85
53.08,-2.88
56.68,-2.62
51.2,-0.79
50.93,-2.07
52.18,1.45
51.89,0.13
54.03,-1.48
51.55,-0.61
51.9,0.12
51.53,-0.61
51.53,-0.61
53.91,-2
51.37,0.21
53.91,-1.68
53.78,-1.62
53.61,-1.75
53.6,-1.75
53.09,-1.04
53.54,-2.4
53.37,-2.73
51.72,-2.11
58.53,-4.2
57.25,-4.38
50.71,-3.4
54.87,-1.44
50.93,-2.22
51.29,-2.53
53.77,-1.6
54.34,-2.97
53.81,-1.68
53.81,-1.66
51.67,0.66
51.33,0.59
51.18,0.58
52.04,-1.22
51.11,1.27
52.18,-1.1
51.72,-2.2
53.65,-1.78
50.74,-3.16
50.83,-2.99
57.43,-6.7
57.54,-5.52
56.71,-3.78
56.05,-4.82
56.57,-5.24
56.85,-5.24
54.88,-1.53
55.95,-3.47
54.88,-2.78
55.56,-2.73
52.84,-1.73
55.82,-3.7
55.51,-2.93
51.82,0.59
51.28,-2.38
52.88,-2.61
54.53,-1.58
51.31,0.88
54.14,-1.34
55.42,-1.95
55,-1.65
53.16,-1.89
51.36,0.26
51.85,-1.46
51.59,-1.55
50.82,-1.36
51.52,-1.43
51.56,-0.91
51.56,-0.93
51.95,-2.61
53.7,-0.69
51.09,-0.27
53.45,-2.93
52.61,-1.7
56.97,-4.37
54.22,-1.71
57.76,-3.96
56.57,-4.08
57.56,-5.79
53.4,-2.55
57.57,-5.81
53.81,-1.5
53.67,-1.36
52.64,-2.09
52.24,-2
53.3,-4.1
51.83,0.71
54.37,-2.03
53.07,-2.19
54.09,-2.32
51.13,-0.05
52.9,1.27
51.15,-0.02
51.25,1.32
53.3,-2.46
52.47,-2.82
51.89,-3.62
52.42,-3.23
52.01,-4.4
51.89,-3.2
51.86,-4.1
51.78,-4.23
51.92,-3.89
51.7,-3.98
51.51,-3.48
52.6,-3.24
52.01,-4.77
52.17,-4.16
51.98,-3.34
51.98,-3.32
51.69,-4.14
51.88,-4.18
51.89,-4.18
52,-3.29
52.02,-3.95
52.85,-3.15
53.03,-3.01
52.08,-4.45
54.25,-1.29
51.95,1.34
51.98,1.37
55.69,-2.09
53.6,-1.42
54.55,-3.42
54.37,-2.43
54.95,-1.5
54.94,-1.58
54.96,-1.57
53.85,-1.94
54.72,-3.08
54.93,-1.7
52.2,-0.55
52.81,1.33
51.57,0.49
50.79,-0.65
52.17,0.83
51.85,0.42
50.94,-3.09
51.44,-0.41
51.42,-0.43
52.71,1.19
52.12,-2.62
51.38,-2.69
55.29,-1.71
52.74,-2.9
52.48,0.5
53.63,-1.72
53.82,-2.27
54.84,-1.5
51.83,-1.17
56.77,-3.83
52.21,0.16
52.29,-0.05
52.37,-1.67
52.76,-0.16
52.56,-0.23
52.76,1.24
54.97,-1.65
52.94,-0.14
53.72,-2.53
53.72,-2.54
53.72,-2.53
50.78,-3.29
52.12,-0.45
52.44,-2.33
51.05,-3.15
52.94,-2.74
51.44,0.57
53.04,-1.74
50.77,-3.26
52.16,-1.4
52.56,-1.48
51.99,-0.71
53.1,0
52.29,-0.08
52.11,0.62
52.37,1.01
52.37,1.02
52.37,0.9
52.39,-0.07
55.59,-2.04
54.89,-2.78
52.99,-2.16
53.27,-0.74
53.04,-0.7
50.57,-4.71
56.02,-2.78
53,-2.16
50.43,-4.73
55.65,-4.44
55.04,-1.92
55.65,-1.9
53.63,-1.1
50.2,-5.05
57.39,-6.51
55.84,-4.46
57.45,-6.72
51.58,-0.73
56.73,-2.85
53.47,-2.04
51.13,0.27
51.65,-3.46
50.79,-1.9
50.99,-2.1
57.47,-3.73
54.35,-2.92
51.62,-1.59
51.61,-1.58
51.15,-0.14
52.1,0.65
51.68,-3.4
53.59,-2.3
53.55,-2.46
52.22,-2.2
51.04,-0.73
56.32,-3.11
55.76,-4.02
55.65,-2.89
53.29,-1.98
50.22,-5.14
54.03,-1.45
57.09,-5.88
50.8,-0.45
53.71,-1.28
56.69,-2.47
52.42,0.02
54.68,-1.55
57.12,-2.11
54.67,-1.53
51.76,-4.37
52.4,1.02
56.86,-4.7
57.11,-3.9
51.28,-0.36
57.54,-2.03
56.84,-2.59
51.93,-1.23
53.98,-1.71
53.98,-1.71
51.87,-4
52.29,-3.84
52.07,-4
52.07,-3.97
51.85,-3.16
52.95,-3.93
52.03,-3.16
53.16,-3.31
51.54,-3.64
51.71,-4.05
51.63,-3.99
51.69,-3.82
52.09,-4.38
52.21,-4.28
51.73,-3.36
53.07,-3.04
52.54,-3.25
53.08,-3.07
51.81,-4.39
51.86,-4.32
51.89,-5.05
53.32,-3.3
52.06,-3.22
51.32,-0.02
51.15,-3.13
51.96,-2.11
51.28,-1.98
50.91,-2.28
52.52,1
53.67,-2.95
53.36,-2.67
52.01,-2.62
51.89,-2.13
57.62,-1.93
51.68,0.12
51.17,-2.55
52.14,-3.02
52.89,-1.97
51.81,-1.55
54.22,-2.95
51.38,-0.39
52.9,0.97
51.03,0.53
52.67,-1.27
51.75,-0.52
52.17,-2.86
50.98,-2.31
50.88,-2.34
50.88,-2.32
57.53,-2.97
51.24,-1.8
51.86,-1.65
51.47,-0.7
51.02,-1.98
51.22,-1.78
51.59,-2.1
52.65,1.63
52.65,1.68
51.74,-1.34
54.2,-0.29
50.77,-2.79
52.12,-0.73
50.37,-3.91
51.73,-1.66
51.02,-3.91
50.87,-3.79
53.35,-0.58
52.48,-1.58
51.03,-1.05
51.49,-2.57
51.41,-2.59
54.02,-0.64
56.7,-2.83
53.42,-2.87
52.62,0.48
51.36,-0.86
50.9,-0.96
51.96,0.44
51.59,-0.19
56.38,-3.03
52.86,-1.55
57.65,-3.61
57.69,-2.9
56.36,-3.62
50.86,-0.4
57.06,-2.11
50.84,-0.39
52.33,-0.66
52.04,-2.97
52.27,1.23
52.36,-2.39
51.61,-0.88
54.29,-1.72
54.9,-3.17
51.22,1.33
51.84,0.94
52.37,-1.51
53.47,-1.54
51.98,-1.08
53.33,-2.22
53.01,-2.31
52.28,1.01
57.57,-2.67
51.52,-0.11
51.55,-0.12
52.32,-2.03
54.27,-2.98
51.84,-1.47
59,-3.13
57.57,-2.41
56.04,-4.23
56.48,-2.95
52.31,-1.72
57.01,-2.66
56.32,-6.36
57.76,-6.92
54.34,-2.58
53.38,-1.15
54.26,-1.6
54.08,-0.87
53.61,-2.12
57.69,-4.28
53.14,0.16
51.09,-1.7
53.49,-2.54
57.86,-5.5
53.45,-2.28
55.49,-2.72
54.51,-1.53
56.58,-2.66
53.41,-1.45
51.16,0.74
54.7,-1.78
53.4,-1.45
53.59,-2.4
50.72,-1.22
50.82,-0.82
